# Expression Atlas version: 0.1.4-SNAPSHOT
# Query: Genes matching: '' exactly, specifically expressed in any Developmental stage above the expression level cutoff: -0.1 in experiment E-MTAB-2812, filtered by Sex: hermaphrodite and Organism part: organism
# Timestamp: Tue, 28-Apr-2015 03:38:09
Gene ID	Gene Name	3-fold embryo Ce	4-cell embryo Ce	L1 larva Ce	L2 larva Ce	L2d-dauer molt Ce	L3 larva Ce	L4 larva Ce	adult Ce	dauer larva Ce	elongating embryo Ce	enclosing embryo Ce	fully-elongated embryo Ce	gastrulating embryo Ce	late cleavage stage embryo Ce	newly molted young adult hermaphrodite Ce	post dauer stage Ce	proliferating embryo Ce
WBGene00173921	21ur-11724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173922	21ur-15311	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00173923	21ur-6479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173924	21ur-12163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173925	21ur-9082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173926	21ur-6835	74	0	4	0	0	4	0	0	3	15	0	12	0	3	0	0	0
WBGene00173927	21ur-11504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173928	21ur-11685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173929	21ur-12396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173930	21ur-12195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173931	21ur-10801	0	0	0	0	0	0	0	0	0.8	0	0	0.9	0	0	0	0.9	0
WBGene00173932	21ur-9385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173933	21ur-11022	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0
WBGene00173934	21ur-14412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173935	21ur-10716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173936	21ur-13339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173937	21ur-7357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173938	21ur-10274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173939	21ur-11215	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173940	21ur-7879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173941	21ur-5629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173942	21ur-9153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173943	21ur-9089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173944	21ur-11105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173945	21ur-15133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173946	21ur-15227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173947	21ur-7174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173948	21ur-11181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173949	21ur-10404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173950	21ur-11982	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
WBGene00173951	21ur-7280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173952	21ur-9379	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00173953	21ur-15034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173954	21ur-13522	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
WBGene00173955	21ur-8928	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00173956	21ur-12901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173957	21ur-15523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173958	21ur-15160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173959	21ur-10462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173960	21ur-7036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173961	21ur-14691	7	0	0	0	0	0	0	0	0	2	0	2	0	4	0	0	0
WBGene00173962	21ur-14033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173963	21ur-13059	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173964	21ur-15250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173965	21ur-15449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173966	21ur-11630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173967	21ur-15268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173968	21ur-13614	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173969	21ur-10763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173970	21ur-13972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173971	21ur-8044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173972	21ur-5983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173973	21ur-6801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173974	21ur-6951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173975	21ur-15481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173976	21ur-13747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173977	21ur-11715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173978	21ur-8171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173979	21ur-6857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173980	21ur-15062	0	0	113	2	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173981	21ur-14972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173982	21ur-9602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173983	21ur-11436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173984	21ur-13504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173985	21ur-14455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173986	21ur-6586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173987	21ur-11911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173988	21ur-12968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173989	21ur-5672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173990	21ur-7326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173991	21ur-10062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173992	21ur-6255	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173993	21ur-7101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173994	21ur-5622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173995	21ur-15143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173996	21ur-5537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173997	21ur-11545	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173998	21ur-14672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173999	21ur-11451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174000	21ur-14367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174001	21ur-11147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174002	21ur-6611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174003	21ur-6999	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174004	21ur-13816	0	0	0.2	0	1	0	0	0	1	0	2	0	0	0	0	0	0
WBGene00174005	21ur-14845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174006	21ur-10824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174007	21ur-9001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174008	21ur-12906	0	0	0	0	0	0.5	0	0	0	0	0	0	4	0	0	0	0
WBGene00174009	21ur-10265	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
WBGene00174010	21ur-9517	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
WBGene00174011	21ur-6221	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
WBGene00174012	21ur-13420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174013	21ur-7522	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174014	21ur-14054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174015	21ur-7741	0	0	19	0	0	0	0	0	0	0	2	2	1	0	0	0	0
WBGene00174016	21ur-7844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174017	21ur-15175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174018	21ur-13674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174019	21ur-9427	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0
WBGene00174020	21ur-10486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174021	21ur-5639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174022	21ur-6967	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00174023	21ur-15670	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
WBGene00174024	21ur-9142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174025	21ur-10864	0	0	8	0	30	0	0	0	95	0	0	0	0	0	0	19	0
WBGene00174026	21ur-15093	0	0	7	0	0	0	0	0	0.3	0	2	0	0	0	0	0	0
WBGene00174027	21ur-14651	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
WBGene00174028	21ur-6048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174029	21ur-8955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174030	21ur-11853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174031	21ur-10212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174032	21ur-15691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174033	21ur-11420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174034	21ur-5902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174035	21ur-5580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174036	21ur-13512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174037	21ur-10514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174038	21ur-8647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174039	21ur-6597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174040	21ur-6448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174041	21ur-9611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174042	21ur-13715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174043	21ur-15036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174044	21ur-11396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174045	21ur-10365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174046	21ur-9232	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174047	21ur-7729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174048	21ur-12824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174049	21ur-15114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174050	21ur-6162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174051	21ur-12585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174052	21ur-7419	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
WBGene00174053	21ur-13102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174054	21ur-14780	0	0	9	0	0	4	0	0	0	0	0	0	1	1	0	0	0
WBGene00174055	21ur-5764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174056	21ur-8944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174057	21ur-8578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174058	21ur-7706	0	0	0	0	0	0	0	0	0.3	0	2	0	0	0	0	0	0
WBGene00174059	21ur-11302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174060	21ur-10950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174061	21ur-8550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174062	21ur-8918	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00174063	21ur-10185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174064	21ur-10339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174065	21ur-12377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174066	21ur-13594	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174067	21ur-6059	0	0	3	0	1	6	0.5	0	0	0	0	0	0	0	0	0	0
WBGene00174068	21ur-13119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174069	21ur-14632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174070	21ur-8895	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00174071	21ur-8026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174072	21ur-6090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174073	21ur-12632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174074	21ur-8829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174075	21ur-11790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174076	21ur-15285	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174077	21ur-12420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174078	21ur-13880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174079	21ur-13639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174080	21ur-13159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174081	21ur-13949	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174082	21ur-6464	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174083	21ur-10320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174084	21ur-13378	0	0	3	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0
WBGene00174085	21ur-7553	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174086	21ur-8337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174087	21ur-10658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174088	21ur-14524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174089	21ur-11492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174090	21ur-9590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174091	21ur-11550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174092	21ur-14599	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174093	21ur-6680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174094	21ur-14851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174095	21ur-10092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174096	21ur-10327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174097	21ur-13625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174098	21ur-11201	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
WBGene00174099	21ur-6216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174100	21ur-5801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174101	21ur-12607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174102	21ur-6277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174103	21ur-10475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174104	21ur-5894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174105	21ur-15430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174106	21ur-12146	0	0	0	0	0	0	0	0	0.3	0	2	0	0	0	0	0	0
WBGene00174107	21ur-6292	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174108	21ur-9795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174109	21ur-5933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174110	21ur-8167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174111	21ur-13189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174112	21ur-5676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174113	21ur-7117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174114	21ur-12756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174115	21ur-8459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174116	21ur-7874	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
WBGene00174117	21ur-7947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174118	21ur-6020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174119	21ur-7075	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0
WBGene00174120	21ur-6030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174121	21ur-12841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174122	21ur-7731	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00174123	21ur-11447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174124	21ur-14221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174125	21ur-6473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174126	21ur-10504	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174127	21ur-13259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174128	21ur-8604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174129	21ur-10166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174130	21ur-14643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174131	21ur-7782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174132	21ur-6184	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
WBGene00174133	21ur-14453	0	0	29	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00174134	21ur-8093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174135	21ur-7688	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00174136	21ur-12562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174137	21ur-10115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174138	21ur-11807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174139	21ur-8348	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174140	21ur-14582	0	0	3	0	0	0	0	0	0	0	2	0.9	0	0	0	0	0
WBGene00174141	21ur-11934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174142	21ur-8486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174143	21ur-6685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174144	21ur-7212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174145	21ur-6626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174146	21ur-13180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174147	21ur-15388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174148	21ur-9717	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174149	21ur-10601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174150	21ur-12987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174151	21ur-7367	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174152	21ur-10132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174153	21ur-12304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174154	21ur-15339	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
WBGene00174155	21ur-13268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174156	21ur-9113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174157	21ur-7726	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
WBGene00174158	21ur-6411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174159	21ur-15649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174160	21ur-10817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174161	21ur-11567	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00174162	21ur-13630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174163	21ur-11031	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174164	21ur-11863	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00174165	21ur-13582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174166	21ur-7889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174167	21ur-8568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174168	21ur-13960	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00174169	21ur-8271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174170	21ur-15208	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00174171	21ur-13681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174172	21ur-12437	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0
WBGene00174173	21ur-10024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174174	21ur-14591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174175	21ur-6766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174176	21ur-7164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174177	21ur-11753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174178	21ur-11281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174179	21ur-13853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174180	21ur-8820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174181	21ur-7898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174182	21ur-14111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174183	21ur-10202	0	0	4	3	0	0	0	0	0	0	0	1	0	0	0	0	0
WBGene00174184	21ur-11264	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0
WBGene00174185	21ur-6116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174186	21ur-8292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174187	21ur-9245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174188	21ur-9790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174189	21ur-10225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174190	21ur-13946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174191	21ur-11781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174192	21ur-14087	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
WBGene00174193	21ur-11600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174194	21ur-10642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174195	21ur-5505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174196	21ur-8617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174197	21ur-9714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174198	21ur-11987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
